name,category,latitude,longitude,address,description,descriptionClean,priceRange,rating,timeMinutes,imageUrl,imagePath,provinsi,kotaKabupaten
Kawah Ijen,wisata alam,-8.0579203,114.2417131,"Kawah Ijen, Bondowoso, Jawa Timur, Jawa, Indonesia","Gunung Ijen adalah sebuah gunung berapi yang terletak di perbatasan Kabupaten Banyuwangi dan Kabupaten Bondowoso, Jawa Timur, Indonesia. Gunung ini memiliki ketinggian 2.386 mdpl.","Gunung Ijen adalah sebuah gunung berapi yang terletak di perbatasan Kabupaten Banyuwangi dan Kabupaten Bondowoso, Jawa Timur, Indonesia. Gunung ini memiliki ketinggian 2.386 mdpl.",Tidak diketahui,0.0,0.0,,gambar_wisata/Kawah_Ijen,Jawa Timur,Bondowoso
Kawah Kamojang,wisata alam,-7.125,107.8,"Kamojang, Kawah, Kabupaten Bandung, Jawa Barat, Jawa, Indonesia","Kabupaten Bandung (bahasa Sunda: Kabupatén Bandung; aksara Sunda: ᮘᮔ᮪ᮓᮥᮀ) adalah sebuah kabupaten yang terletak di provinsi Jawa Barat, Indonesia. Ibu kota kabupaten ini terletak di kecamatan Soreang.","Kabupaten Bandung (bahasa Sunda: Kabupatén Bandung; aksara Sunda: ᮘᮔ᮪ᮓᮥᮀ) adalah sebuah kabupaten yang terletak di provinsi Jawa Barat, Indonesia. Ibu kota kabupaten ini terletak di kecamatan Soreang.",Tidak diketahui,0.0,0.0,,gambar_wisata/Kawah_Kamojang,Jawa Barat,Kabupaten Bandung
Kawah Ratu,wisata alam,-6.7169833,106.7128302,"Kawah Ratu, Pamijahan, Kab Bogor, Jawa Barat, Jawa, Indonesia","Gunung Salak (Aksara Sunda Baku: ᮌᮥᮔᮥᮀ ᮞᮜᮊ᮪, merupakan kompleks gunung berapi tua yang terletak di selatan Jakarta, di Pulau Jawa. Kawasan rangkaian gunung ini termasuk ke dalam wilayah Kabupaten Sukabumi dan Kabupaten Bogor, Jawa Barat.","Gunung Salak (Aksara Sunda Baku: ᮌᮥᮔᮥᮀ ᮞᮜᮊ᮪, merupakan kompleks gunung berapi tua yang terletak di selatan Jakarta, di Pulau Jawa. Kawasan rangkaian gunung ini termasuk ke dalam wilayah Kabupaten Sukabumi dan Kabupaten Bogor, Jawa Barat.",Tidak diketahui,0.0,0.0,,gambar_wisata/Kawah_Ratu,Jawa Barat,Kab Bogor
Kawah Sikidang,wisata alam,-7.2197193,109.904795,"Kawah Sikidang, Karang Sari, Banjarnegara, Jawa Tengah, Jawa, Indonesia","Kabupaten Banjarnegara (bahasa Jawa:  Hanacaraka: ꦧꦚ꧀ꦗꦂꦤꦼꦒꦫ, Pegon: بانجارنڮارا, translit. Banjarnegara) adalah sebuah wilayah kabupaten yang terletak di bagian tengah provinsi Jawa Tengah, Indonesia.","Kabupaten Banjarnegara (bahasa Jawa:  Hanacaraka: ꦧꦚ꧀ꦗꦂꦤꦼꦒꦫ, Pegon: بانجارنڮارا, translit. Banjarnegara) adalah sebuah wilayah kabupaten yang terletak di bagian tengah provinsi Jawa Tengah, Indonesia.",Tidak diketahui,0.0,0.0,,gambar_wisata/Kawah_Sikidang,Jawa Tengah,Banjarnegara
Kebun Buah Mangunan,wisata alam,-7.9414871,110.4248003,"Kebun Buah Mangunan, Jalan Keluar Kebun, Mangunan, Dlingo, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55783, Indonesia","Daerah Istimewa Yogyakarta, disingkat DI Yogyakarta atau DIY adalah daerah Istimewa setingkat provinsi di Indonesia yang merupakan peleburan dari Negara Kesultanan Yogyakarta dan Negara Kadipaten Paku Alaman dengan ibu kota di Kota Yogyakarta. Daerah Istimewa Yogyakarta terletak di bagian selatan Pulau Jawa, dan berbatasan dengan Provinsi Jawa Tengah dan Samudra Hindia.","Daerah Istimewa Yogyakarta, disingkat DI Yogyakarta atau DIY adalah daerah Istimewa setingkat provinsi di Indonesia yang merupakan peleburan dari Negara Kesultanan Yogyakarta dan Negara Kadipaten Paku Alaman dengan ibu kota di Kota Yogyakarta. Daerah Istimewa Yogyakarta terletak di bagian selatan Pulau Jawa, dan berbatasan dengan Provinsi Jawa Tengah dan Samudra Hindia.",Tidak diketahui,0.0,0.0,,gambar_wisata/Kebun_Buah_Mangunan,Daerah Istimewa Yogyakarta,Bantul
Kebun Kelapa Sawit,wisata alam,-1.3106928,116.7461412,"Kebun Kelapa Sawit, Sungai Parit, Penajam Paser Utara, Kalimantan Timur, Kalimantan, Indonesia","Kalimantan Timur adalah sebuah Provinsi di pulau Kalimantan, Indonesia. Luas total Kalimantan Timur adalah 127.346,92 km².","Kalimantan Timur adalah sebuah Provinsi di pulau Kalimantan, Indonesia. Luas total Kalimantan Timur adalah 127.346,92 km².",Tidak diketahui,0.0,0.0,,gambar_wisata/Kebun_Kelapa_Sawit,Kalimantan Timur,Penajam Paser Utara
Kebun Raya Baturraden,wisata alam,-7.3055119,109.2314141,"Kebun Raya Baturraden, Jalur Pendakian Gunung Slamet via Baturaden, Baturaden, Banyumas, Jawa Tengah, Jawa, 53151, Indonesia",Jawa Tengah (atau juga diakronimkan sebagai Jateng) adalah sebuah wilayah provinsi di Indonesia yang terletak di bagian tengah Pulau Jawa. Ibu kota Provinsi Jawa Tengah berada di Kota Semarang.,Jawa Tengah (atau juga diakronimkan sebagai Jateng) adalah sebuah wilayah provinsi di Indonesia yang terletak di bagian tengah Pulau Jawa. Ibu kota Provinsi Jawa Tengah berada di Kota Semarang.,Tidak diketahui,0.0,0.0,,gambar_wisata/Kebun_Raya_Baturraden,Jawa Tengah,Banyumas
Kepulauan Raja Ampat,wisata alam,0.3768088,131.0493911,"Kepulauan Ayu, Reni, Raja Ampat, Papua Barat Daya, Western New Guinea, Indonesia","Kepulauan Raja Ampat adalah gugusan kepulauan yang berlokasi di barat bagian Semenanjung Kepala Burung (Vogelkoop) Pulau Papua. Secara administrasi, gugusan ini berada di bawah Kabupaten Raja Ampat dan Kota Sorong, Provinsi Papua Barat Daya.","Kepulauan Raja Ampat adalah gugusan kepulauan yang berlokasi di barat bagian Semenanjung Kepala Burung (Vogelkoop) Pulau Papua. Secara administrasi, gugusan ini berada di bawah Kabupaten Raja Ampat dan Kota Sorong, Provinsi Papua Barat Daya.",Tidak diketahui,0.0,0.0,,gambar_wisata/Kepulauan_Raja_Ampat,Papua Barat Daya,Raja Ampat
Labuan Bajo,wisata alam,-8.4944201,119.8855688,"Labuan Bajo, Manggarai Barat, Nusa Tenggara Timur, Nusa Tenggara, 86754, Indonesia","Labuan Bajo merupakan salah satu kelurahan yang berada di Kecamatan Komodo, Kabupaten Manggarai Barat, Provinsi Nusa Tenggara Timur, Indonesia. Labuan Bajo juga merupakan pusat pemerintahan dari Kecamatan Komodo dan sekaligus merupakan ibu kota Kabupaten Manggarai Barat.","Labuan Bajo merupakan salah satu kelurahan yang berada di Kecamatan Komodo, Kabupaten Manggarai Barat, Provinsi Nusa Tenggara Timur, Indonesia. Labuan Bajo juga merupakan pusat pemerintahan dari Kecamatan Komodo dan sekaligus merupakan ibu kota Kabupaten Manggarai Barat.",Tidak diketahui,0.0,0.0,,gambar_wisata/Labuan_Bajo,Nusa Tenggara Timur,Labuan Bajo
Pagar Alam,wisata alam,-4.0209526,103.2501603,"Pagar Alam, Sumatera Selatan, Sumatera, Indonesia","Kota Pagar Alam (Surat Ulu: ꤶꤱꥑꥆꤾꤸ꥓; Jawi: كوتا ڤاڬر عالم) adalah kota di Provinsi Sumatera Selatan, Indonesia. Kota ini yang dibentuk berdasarkan Undang–Undang Nomor 8 Tahun 2001 (Lembaran Negara RI Tahun 2001 Nomor 88, Tambahan Lembaran Negara RI Nomor 4115), sebelumnya kota Pagar Alam termasuk kota administratif dalam lingkungan Kabupaten Lahat.","Kota Pagar Alam (Surat Ulu: ꤶꤱꥑꥆꤾꤸ꥓; Jawi: كوتا ڤاڬر عالم) adalah kota di Provinsi Sumatera Selatan, Indonesia. Kota ini yang dibentuk berdasarkan Undang–Undang Nomor 8 Tahun 2001 (Lembaran Negara RI Tahun 2001 Nomor 88, Tambahan Lembaran Negara RI Nomor 4115), sebelumnya kota Pagar Alam termasuk kota administratif dalam lingkungan Kabupaten Lahat.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pagar_Alam,Sumatera Selatan,Pagar Alam
Pahawang Island,wisata alam,-5.6757839,105.2212726,"Pulau Puhawang, Pulau Pahawang, Pesawaran, Lampung, Sumatera, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Pahawang_Island,Lampung,Pesawaran
Pulau Adonara,wisata alam,-8.318462,123.1657963,"Pulau Adonara, Flores Timur, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur (disingkat NTT) adalah sebuah provinsi di Indonesia yang meliputi bagian timur Kepulauan Nusa Tenggara. Ibu kota Nusa Tenggara Timur berada di Kota Kupang.,Nusa Tenggara Timur (disingkat NTT) adalah sebuah provinsi di Indonesia yang meliputi bagian timur Kepulauan Nusa Tenggara. Ibu kota Nusa Tenggara Timur berada di Kota Kupang.,Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Adonara,Nusa Tenggara Timur,Flores Timur
Pulau Alor,wisata alam,-8.2911448,124.7777164,"Pulau Alor, Alor, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur (disingkat NTT) adalah sebuah provinsi di Indonesia yang meliputi bagian timur Kepulauan Nusa Tenggara. Ibu kota Nusa Tenggara Timur berada di Kota Kupang.,Nusa Tenggara Timur (disingkat NTT) adalah sebuah provinsi di Indonesia yang meliputi bagian timur Kepulauan Nusa Tenggara. Ibu kota Nusa Tenggara Timur berada di Kota Kupang.,Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Alor,Nusa Tenggara Timur,Alor
Pulau Ambon,wisata alam,-3.6422972,128.0797053,"Pulau Ambon, Maluku Tengah, Maluku, Indonesia","Kabupaten Maluku Tengah adalah salah satu kabupaten di Provinsi Maluku, Indonesia. Ibu kota kabupaten ini terletak di Kecamatan Kota Masohi.","Kabupaten Maluku Tengah adalah salah satu kabupaten di Provinsi Maluku, Indonesia. Ibu kota kabupaten ini terletak di Kecamatan Kota Masohi.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Ambon,Maluku,Maluku Tengah
Pulau Asmat,wisata alam,-5.366667,137.733333,"Pulau Laag, Asmat, Papua Selatan, Western New Guinea, Indonesia","Kabupaten Asmat adalah salah satu kabupaten di Provinsi Papua Selatan, Indonesia. Ibu kota kabupaten ini terletak di Distrik Agats.","Kabupaten Asmat adalah salah satu kabupaten di Provinsi Papua Selatan, Indonesia. Ibu kota kabupaten ini terletak di Distrik Agats.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Asmat,Papua Selatan,Asmat
Pulau Ayer,wisata alam,-5.7630948,106.5831643,"Pulau Ayer, Kepulauan Seribu, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Ayer,,Daerah Khusus ibukota Jakarta
Pulau Babi,wisata alam,-2.5679424,107.6258128,"Pulau Babi, Belitung, Kepulauan Bangka Belitung, Sumatera, Indonesia","Kepulauan Bangka Belitung adalah sebuah provinsi di Indonesia yang terdiri dari dua pulau utama yaitu Pulau Bangka dan Pulau Belitung serta ratusan pulau-pulau kecil, total pulau yang telah bernama berjumlah 470 pulau dan yang berpenghuni hanya 50 pulau. Kepulauan Bangka Belitung terletak di bagian timur Pulau Sumatra, berbatasan dengan Provinsi Sumatera Selatan.","Kepulauan Bangka Belitung adalah sebuah provinsi di Indonesia yang terdiri dari dua pulau utama yaitu Pulau Bangka dan Pulau Belitung serta ratusan pulau-pulau kecil, total pulau yang telah bernama berjumlah 470 pulau dan yang berpenghuni hanya 50 pulau. Kepulauan Bangka Belitung terletak di bagian timur Pulau Sumatra, berbatasan dengan Provinsi Sumatera Selatan.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Babi,Kepulauan Bangka Belitung,Belitung
Pulau Bacan,wisata alam,-0.5840664,127.4918708,"Pulau Bacan, Halmahera Selatan, Maluku Utara, Maluku, 97791, Indonesia","Bacan adalah nama salah satu kecamatan yang terletak di Kabupaten Halmahera Selatan, provinsi Maluku Utara, Indonesia, dan ibukota kecamatan terletak di desa Labuha, yang juga menjadi ibukota kabupaten Halmahera Selatan. Kecamatan ini memiliki luas 304,69 km² dan penduduk ditahun 2020 berjumlah 28.788 jiwa.","Bacan adalah nama salah satu kecamatan yang terletak di Kabupaten Halmahera Selatan, provinsi Maluku Utara, Indonesia, dan ibukota kecamatan terletak di desa Labuha, yang juga menjadi ibukota kabupaten Halmahera Selatan. Kecamatan ini memiliki luas 304,69 km² dan penduduk ditahun 2020 berjumlah 28.788 jiwa.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Bacan,Maluku Utara,Halmahera Selatan
Pulau Bangka,wisata alam,1.7907213,125.1554826,"Pulau Bangka, Lihunu, Minahasa Utara, Sulawesi Utara, Sulawesi, Indonesia","Pulau Bangka adalah sebuah pulau kecil yang terletak tepat di ujung timur laut Sulawesi, Indonesia. Pulau Bangka dikenal dengan pantai indah yang belum terjamah serta wisata menyelam nan eksotik.","Pulau Bangka adalah sebuah pulau kecil yang terletak tepat di ujung timur laut Sulawesi, Indonesia. Pulau Bangka dikenal dengan pantai indah yang belum terjamah serta wisata menyelam nan eksotik.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Bangka,Sulawesi Utara,Minahasa Utara
Pulau Batanta,wisata alam,-0.8377267,130.7068469,"Pulau Batanta, Raja Ampat, Papua Barat Daya, Western New Guinea, 98484, Indonesia","Kepulauan Raja Ampat adalah gugusan kepulauan yang berlokasi di barat bagian Semenanjung Kepala Burung (Vogelkoop) Pulau Papua. Secara administrasi, gugusan ini berada di bawah Kabupaten Raja Ampat dan Kota Sorong, Provinsi Papua Barat Daya.","Kepulauan Raja Ampat adalah gugusan kepulauan yang berlokasi di barat bagian Semenanjung Kepala Burung (Vogelkoop) Pulau Papua. Secara administrasi, gugusan ini berada di bawah Kabupaten Raja Ampat dan Kota Sorong, Provinsi Papua Barat Daya.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Batanta,Papua Barat Daya,Raja Ampat
Pulau Berau,wisata alam,2.1399777,118.5395082,"Pulau Kakaban, Maratua Payung-payung, Berau, Kalimantan Timur, Kalimantan, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Berau,Kalimantan Timur,Berau
Pulau Besar,wisata alam,-2.883333,106.133333,"Pulau Besar, Kepulauan Bangka Belitung, Sumatera, Indonesia","Kepulauan Bangka Belitung adalah sebuah provinsi di Indonesia yang terdiri dari dua pulau utama yaitu Pulau Bangka dan Pulau Belitung serta ratusan pulau-pulau kecil, total pulau yang telah bernama berjumlah 470 pulau dan yang berpenghuni hanya 50 pulau. Kepulauan Bangka Belitung terletak di bagian timur Pulau Sumatra, berbatasan dengan Provinsi Sumatera Selatan.","Kepulauan Bangka Belitung adalah sebuah provinsi di Indonesia yang terdiri dari dua pulau utama yaitu Pulau Bangka dan Pulau Belitung serta ratusan pulau-pulau kecil, total pulau yang telah bernama berjumlah 470 pulau dan yang berpenghuni hanya 50 pulau. Kepulauan Bangka Belitung terletak di bagian timur Pulau Sumatra, berbatasan dengan Provinsi Sumatera Selatan.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Besar,Kepulauan Bangka Belitung,Sumatera
Pulau Binongko,wisata alam,-5.9546218,124.0210187,"Pulau Binongko, Waloindi, Wakatobi, Sulawesi Tenggara, Sulawesi, Indonesia","Binongko adalah sebuah kecamatan di Kabupaten Wakatobi, Sulawesi Tenggara, Indonesia.","Binongko adalah sebuah kecamatan di Kabupaten Wakatobi, Sulawesi Tenggara, Indonesia.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Binongko,Sulawesi Tenggara,Wakatobi
Pulau Buru,wisata alam,-3.4591432,126.6562293,"Pulau Buru, Maluku, Indonesia",Kepulauan Maluku adalah kepulauan di bagian timur Indonesia. Secara tektonik terletak di Lempeng Halmahera di dalam Zona Tabrakan Laut Maluku.,Kepulauan Maluku adalah kepulauan di bagian timur Indonesia. Secara tektonik terletak di Lempeng Halmahera di dalam Zona Tabrakan Laut Maluku.,Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Buru,Maluku,Maluku
Pulau Cempedak,wisata alam,-2.6328869,110.1204135,"Pulau Cempedak, Kendawangan Kiri, Kendawangan, Ketapang, Kalimantan Barat, Kalimantan, Indonesia",Halaman ini memuat daftar pulau dan kepulauan di Pulau Kalimantan. Daftar ini tidak dimaksudkan sebagai suatu daftar yang lengkap atau selalu terbarui.,Halaman ini memuat daftar pulau dan kepulauan di Pulau Kalimantan. Daftar ini tidak dimaksudkan sebagai suatu daftar yang lengkap atau selalu terbarui.,Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Cempedak,Kalimantan Barat,Ketapang
Pulau Derawan,wisata alam,2.2841235,118.2435287,"Pulau Derawan, Berau, Kalimantan Timur, Kalimantan, Indonesia","Pulau Derawan adalah sebuah kecamatan di Kabupaten Berau, Kalimantan Timur, Indonesia.","Pulau Derawan adalah sebuah kecamatan di Kabupaten Berau, Kalimantan Timur, Indonesia.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Derawan,Kalimantan Timur,Berau
Pulau Flores,wisata alam,-8.5100369,120.5981537,"Flores, Nusa Tenggara Timur, Nusa Tenggara, Indonesia","Kabupaten Manggarai Barat adalah kabupaten di provinsi Nusa Tenggara Timur, Indonesia. Kabupaten Manggarai Barat merupakan hasil pemekaran dari Kabupaten Manggarai berdasarkan Undang Undang No.","Kabupaten Manggarai Barat adalah kabupaten di provinsi Nusa Tenggara Timur, Indonesia. Kabupaten Manggarai Barat merupakan hasil pemekaran dari Kabupaten Manggarai berdasarkan Undang Undang No.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Flores,Nusa Tenggara Timur,
Pulau Gam,wisata alam,-0.4658697,130.6398411,"Pulau Gam, Kabui, Raja Ampat, Papua Barat Daya, Western New Guinea, Indonesia","Kepulauan Raja Ampat adalah gugusan kepulauan yang berlokasi di barat bagian Semenanjung Kepala Burung (Vogelkoop) Pulau Papua. Secara administrasi, gugusan ini berada di bawah Kabupaten Raja Ampat dan Kota Sorong, Provinsi Papua Barat Daya.","Kepulauan Raja Ampat adalah gugusan kepulauan yang berlokasi di barat bagian Semenanjung Kepala Burung (Vogelkoop) Pulau Papua. Secara administrasi, gugusan ini berada di bawah Kabupaten Raja Ampat dan Kota Sorong, Provinsi Papua Barat Daya.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Gam,Papua Barat Daya,Raja Ampat
Pulau Gili Banta,wisata alam,-8.4305606,119.2853381,"Pulau Gili Banta, Bajopulau, Bima, Nusa Tenggara Barat, Nusa Tenggara, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Gili_Banta,Nusa Tenggara Barat,
Pulau Halmahera,wisata alam,0.6536435,127.9319556,"Pulau Halmahera, Maluku Utara, Maluku, Indonesia",Maluku Utara (diakronimkan: Malut) merupakan sebuah provinsi di Indonesia. Ibu kota provinsi ini terletak di Sofifi (Kota Tidore Kepulauan).,Maluku Utara (diakronimkan: Malut) merupakan sebuah provinsi di Indonesia. Ibu kota provinsi ini terletak di Sofifi (Kota Tidore Kepulauan).,Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Halmahera,Maluku Utara,Maluku
Pulau Kakaban,wisata alam,2.1399777,118.5395082,"Pulau Kakaban, Maratua Payung-payung, Berau, Kalimantan Timur, Kalimantan, Indonesia","Pulau Kakaban mempunyai luas 774,2 hektar dan terletak di Kepulauan Derawan, Kecamatan Derawan, Kabupaten Berau, Kalimantan Timur. Pulau ini merupakan atol atau batu karang melingkar dan memiliki laguna, dan terdapat danau air payau di tengah pulau  dengan species ubur-ubur (jelly fish) yang tidak menyengat dan biota unik lainnya.","Pulau Kakaban mempunyai luas 774,2 hektar dan terletak di Kepulauan Derawan, Kecamatan Derawan, Kabupaten Berau, Kalimantan Timur. Pulau ini merupakan atol atau batu karang melingkar dan memiliki laguna, dan terdapat danau air payau di tengah pulau  dengan species ubur-ubur (jelly fish) yang tidak menyengat dan biota unik lainnya.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Kakaban,Kalimantan Timur,Berau
Pulau Kapoposang,wisata alam,-4.7,118.95,"Pulau Kapoposang, Sulawesi Selatan, Sulawesi, Indonesia",Halaman ini memuat daftar pulau dan kepulauan di Pulau Sulawesi yang disusun berdasarkan letak kabupatennya.,Halaman ini memuat daftar pulau dan kepulauan di Pulau Sulawesi yang disusun berdasarkan letak kabupatennya.,Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Kapoposang,Sulawesi Selatan,Sulawesi
Pulau Karimata,wisata alam,-1.6059608,108.9062009,"Pulau Karimata, Padang, Kepulauan Karimata, Kayong Utara, Kalimantan Barat, Kalimantan, Indonesia","Kepulauan Karimata adalah kecamatan di Kabupaten Kayong Utara, Kalimantan Barat, Indonesia. Pusat pemerintahannya di Desa Pelapis.","Kepulauan Karimata adalah kecamatan di Kabupaten Kayong Utara, Kalimantan Barat, Indonesia. Pusat pemerintahannya di Desa Pelapis.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Karimata,Kalimantan Barat,Kayong Utara
Pulau Katingan,wisata alam,-3.22976,113.3275273,"Pulau Burung, Pegatan Hulu, Katingan, Kalimantan Tengah, Kalimantan, Indonesia",Deskripsi tidak ditemukan,Deskripsi tidak ditemukan,Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Katingan,Kalimantan Tengah,Katingan
Pulau Kei Kecil,wisata alam,-5.7714884,132.73776,"Pulau Kei Kecil (Nuhu Roa), Maluku Tenggara, Maluku, 97611, Indonesia","Kabupaten Maluku Tenggara adalah sebuah kabupaten yang termasuk dalam wilayah Provinsi Maluku, Indonesia. Pembentukan Kabupaten Maluku Tenggara pada tahun 1952.","Kabupaten Maluku Tenggara adalah sebuah kabupaten yang termasuk dalam wilayah Provinsi Maluku, Indonesia. Pembentukan Kabupaten Maluku Tenggara pada tahun 1952.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Kei_Kecil,Maluku,Maluku Tenggara
Pulau Kelapa,wisata alam,-5.8729463,105.7570682,"Pulau Kelapa, Bakauheni, Lampung Selatan, Lampung, Sumatera, Indonesia","Kabupaten Lampung Selatan adalah kabupaten di provinsi Lampung, Indonesia. Ibu kota kabupaten ini terletak di kecamatan Kalianda.","Kabupaten Lampung Selatan adalah kabupaten di provinsi Lampung, Indonesia. Ibu kota kabupaten ini terletak di kecamatan Kalianda.",Tidak diketahui,0.0,0.0,,gambar_wisata/Pulau_Kelapa,Lampung,Lampung Selatan
